"NOM","ANNEE","PLUIE"
"PELLAFOL-CHANEAUX",2014,102
"PELLAFOL-CHANEAUX",2015,71
"PELLAFOL-CHANEAUX",2016,80
"PELLAFOL-CHANEAUX",2017,54
"PELLAFOL-CHANEAUX",2018,51
"PELLAFOL-CHANEAUX",2019,56.2
"PELLAFOL-CHANEAUX",2020,63.1
"PELLAFOL-CHANEAUX",2021,70
"PELLAFOL-CHANEAUX",2022,36.5
"REVEL",1950,55
"REVEL",1951,41
"REVEL",1952,45
"REVEL",1953,33.8
"REVEL",1954,70.1
"REVEL",1955,52.6
"REVEL",1956,68.9
"REVEL",1957,51
"REVEL",1958,65
"REVEL",1959,72.3
"REVEL",1960,68
"REVEL",1961,51
"REVEL",1962,36
"REVEL",1963,32.7
"REVEL",1964,36.4
"REVEL",1965,47
"REVEL",1966,57.5
"REVEL",1967,50
"REVEL",1968,50.5
"REVEL",1969,54
"REVEL",1970,59.2
"REVEL",1971,42.3
"REVEL",1972,43.8
"REVEL",1973,41.5
"REVEL",1974,54.5
"REVEL",1975,79.2
"REVEL",1976,57.5
"REVEL",1977,52
"REVEL",1978,65
"REVEL",1979,44.2
"REVEL",1980,56.8
"REVEL",1981,50.8
"REVEL",1982,49
"REVEL",1983,74
"REVEL",1984,38.7
"REVEL",1985,49
"REVEL",1986,39.2
"REVEL",1987,49.5
"REVEL",1988,48.7
"REVEL",1989,46.8
"REVEL",1990,67.8
"REVEL",1991,79.5
"REVEL",1992,65.2
"REVEL",1993,52.5
"REVEL",1994,75
"REVEL",1995,50.5
"REVEL",1996,44.2
"REVEL",1997,46
"REVEL",1998,63
"REVEL",1999,42.3
"REVEL",2000,65
"REVEL",2001,46
"REVEL",2002,59.2
"REVEL",2003,50.3
"REVEL",2004,41.5
"REVEL",2005,56.5
"REVEL",2006,39
"REVEL",2007,55.5
"REVEL",2008,56.4
"REVEL",2009,36.5
"REVEL",2010,50.9
"REVEL",2011,62.5
"REVEL",2012,38.5
"REVEL",2013,NA
"REVEL",2014,NA
"REVEL",2015,61.2
"REVEL",2016,39.8
"REVEL",2017,48.1
"REVEL",2018,55.7
"REVEL",2019,61
"REVEL",2020,62.3
"REVEL",2021,42.8
"REVEL",2022,44.2
"CHAMROUSSE",1950,NA
"CHAMROUSSE",1951,NA
"CHAMROUSSE",1952,NA
"CHAMROUSSE",1953,NA
"CHAMROUSSE",1954,NA
"CHAMROUSSE",1955,NA
"CHAMROUSSE",1956,NA
"CHAMROUSSE",1957,NA
"CHAMROUSSE",1958,NA
"CHAMROUSSE",1959,NA
"CHAMROUSSE",1960,NA
"CHAMROUSSE",1961,NA
"CHAMROUSSE",1962,NA
"CHAMROUSSE",1963,NA
"CHAMROUSSE",1964,NA
"CHAMROUSSE",1965,NA
"CHAMROUSSE",1966,NA
"CHAMROUSSE",1967,NA
"CHAMROUSSE",1968,NA
"CHAMROUSSE",1969,NA
"CHAMROUSSE",1970,NA
"CHAMROUSSE",1971,59
"CHAMROUSSE",1972,63
"CHAMROUSSE",1973,43
"CHAMROUSSE",1974,14
"CHAMROUSSE",1975,50
"CHAMROUSSE",1976,27
"CHAMROUSSE",1977,1
"CHAMROUSSE",1978,4
"CHAMROUSSE",1979,0
"CHAMROUSSE",1980,68
"CHAMROUSSE",1981,74
"CHAMROUSSE",1982,31
"CHAMROUSSE",1983,55
"CHAMROUSSE",1984,35
"CHAMROUSSE",1985,36
"CHAMROUSSE",1986,3
"CHAMROUSSE",1987,54
"CHAMROUSSE",1988,40
"CHAMROUSSE",1989,41.5
"CHAMROUSSE",1990,60
"CHAMROUSSE",1991,43
"CHAMROUSSE",1992,73.9
"CHAMROUSSE",1993,62.8
"CHAMROUSSE",1994,70.5
"CHAMROUSSE",1995,57.4
"CHAMROUSSE",1996,73.1
"CHAMROUSSE",1997,49.2
"CHAMROUSSE",1998,50
"CHAMROUSSE",1999,51
"CHAMROUSSE",2000,35
"CHAMROUSSE",2001,53.4
"CHAMROUSSE",2002,49.9
"CHAMROUSSE",2003,42.6
"CHAMROUSSE",2004,46.1
"CHAMROUSSE",2005,99.5
"CHAMROUSSE",2006,29.5
"CHAMROUSSE",2007,38.3
"CHAMROUSSE",2008,57.5
"CHAMROUSSE",2009,37.2
"CHAMROUSSE",2010,48.4
"CHAMROUSSE",2011,63.1
"CHAMROUSSE",2012,50.7
"CHAMROUSSE",2013,64.1
"CHAMROUSSE",2014,50
"CHAMROUSSE",2015,62.1
"CHAMROUSSE",2016,36.8
"CHAMROUSSE",2017,47.1
"CHAMROUSSE",2018,56.4
"CHAMROUSSE",2019,50.9
"CHAMROUSSE",2020,55.3
"CHAMROUSSE",2021,43
"CHAMROUSSE",2022,34.7
"LAVALDENS",1950,58.8
"LAVALDENS",1951,42.1
"LAVALDENS",1952,NA
"LAVALDENS",1953,NA
"LAVALDENS",1954,NA
"LAVALDENS",1955,71.6
"LAVALDENS",1956,54.6
"LAVALDENS",1957,54.5
"LAVALDENS",1958,77.9
"LAVALDENS",1959,55.1
"LAVALDENS",1960,50
"LAVALDENS",1961,70
"LAVALDENS",1962,39.5
"LAVALDENS",1963,38.3
"LAVALDENS",1964,49.8
"LAVALDENS",1965,53.9
"LAVALDENS",1966,71.9
"LAVALDENS",1967,45.6
"LAVALDENS",1968,67.9
"LAVALDENS",1969,66.2
"LAVALDENS",1970,47.3
"LAVALDENS",1971,54.7
"LAVALDENS",1972,48
"LAVALDENS",1973,75
"LAVALDENS",1974,61
"LAVALDENS",1975,76.4
"LAVALDENS",1976,54.3
"LAVALDENS",1977,80.2
"LAVALDENS",1978,81.9
"LAVALDENS",1979,53.9
"LAVALDENS",1980,64.8
"LAVALDENS",1981,74.7
"LAVALDENS",1982,65
"LAVALDENS",1983,82.4
"LAVALDENS",1984,44.1
"LAVALDENS",1985,47
"LAVALDENS",1986,49
"LAVALDENS",1987,51.4
"LAVALDENS",1988,44.7
"LAVALDENS",1989,53.6
"LAVALDENS",1990,77.9
"LAVALDENS",1991,104.1
"LAVALDENS",1992,62.7
"LAVALDENS",1993,64.6
"LAVALDENS",1994,79.1
"LAVALDENS",1995,48.7
"LAVALDENS",1996,64.6
"LAVALDENS",1997,46.1
"LAVALDENS",1998,49.9
"LAVALDENS",1999,71.8
"LAVALDENS",2000,98.9
"LAVALDENS",2001,47.9
"LAVALDENS",2002,48
"LAVALDENS",2003,64
"LAVALDENS",2004,55.2
"LAVALDENS",2005,40
"LAVALDENS",2006,44
"LAVALDENS",2007,49.1
"LAVALDENS",2008,45.2
"LAVALDENS",2009,48
"LAVALDENS",2010,55.5
"LAVALDENS",2011,90.5
"LAVALDENS",2012,72
"LAVALDENS",2013,60.5
"LAVALDENS",2014,54
"LAVALDENS",2015,49
"LAVALDENS",2016,36.5
"LAVALDENS",2017,54
"LAVALDENS",2018,49
"LAVALDENS",2019,50
"LAVALDENS",2020,59
"LAVALDENS",2021,55
"LAVALDENS",2022,51.7
"Les 2 ALpes Jandri",1950,NA
"Les 2 ALpes Jandri",1951,NA
"Les 2 ALpes Jandri",1952,45.6
"Les 2 ALpes Jandri",1953,34
"Les 2 ALpes Jandri",1954,60
"Les 2 ALpes Jandri",1955,67.2
"Les 2 ALpes Jandri",1956,54
"Les 2 ALpes Jandri",1957,NA
"Les 2 ALpes Jandri",1958,70
"Les 2 ALpes Jandri",1959,63
"Les 2 ALpes Jandri",1960,55
"Les 2 ALpes Jandri",1961,42
"Les 2 ALpes Jandri",1962,50
"Les 2 ALpes Jandri",1963,46.5
"Les 2 ALpes Jandri",1964,47
"Les 2 ALpes Jandri",1965,50.5
"Les 2 ALpes Jandri",1966,39
"Les 2 ALpes Jandri",1967,28
"Les 2 ALpes Jandri",1968,57
"Les 2 ALpes Jandri",1969,NA
"Les 2 ALpes Jandri",1970,NA
"Les 2 ALpes Jandri",1971,20
"Les 2 ALpes Jandri",1972,74
"Les 2 ALpes Jandri",1973,NA
"Les 2 ALpes Jandri",1974,NA
"Les 2 ALpes Jandri",1975,0
"Les 2 ALpes Jandri",1976,15
"Les 2 ALpes Jandri",1977,NA
"Les 2 ALpes Jandri",1978,NA
"Les 2 ALpes Jandri",1979,NA
"Les 2 ALpes Jandri",1980,59
"Les 2 ALpes Jandri",1981,64
"Les 2 ALpes Jandri",1982,20
"Les 2 ALpes Jandri",1983,26
"Les 2 ALpes Jandri",1984,32
"Les 2 ALpes Jandri",1985,50
"Les 2 ALpes Jandri",1986,98
"Les 2 ALpes Jandri",1987,46
"Les 2 ALpes Jandri",1988,37
"Les 2 ALpes Jandri",1989,42
"Les 2 ALpes Jandri",1990,82
"Les 2 ALpes Jandri",1991,84
"Les 2 ALpes Jandri",1992,46
"Les 2 ALpes Jandri",1993,47.5
"Les 2 ALpes Jandri",1994,58
"Les 2 ALpes Jandri",1995,63
"Les 2 ALpes Jandri",1996,60.1
"Les 2 ALpes Jandri",1997,61.5
"Les 2 ALpes Jandri",1998,42
"Les 2 ALpes Jandri",1999,55
"Les 2 ALpes Jandri",2000,40
"Les 2 ALpes Jandri",2001,43
"Les 2 ALpes Jandri",2002,53
"Les 2 ALpes Jandri",2003,110
"Les 2 ALpes Jandri",2004,37
"Les 2 ALpes Jandri",2005,30
"Les 2 ALpes Jandri",2006,32
"Les 2 ALpes Jandri",2007,35
"Les 2 ALpes Jandri",2008,44.5
"Les 2 ALpes Jandri",2009,100
"Les 2 ALpes Jandri",2010,36
"Les 2 ALpes Jandri",2011,53
"Les 2 ALpes Jandri",2012,30
"Les 2 ALpes Jandri",2013,24
"Les 2 ALpes Jandri",2014,31
"Les 2 ALpes Jandri",2015,39
"Les 2 ALpes Jandri",2016,19.5
"Les 2 ALpes Jandri",2017,12.4
"Les 2 ALpes Jandri",2018,30.5
"Les 2 ALpes Jandri",2019,45
"Les 2 ALpes Jandri",2020,30.2
"Les 2 ALpes Jandri",2021,19.1
"Les 2 ALpes Jandri",2022,20.5
"BESSE",1950,52.6
"BESSE",1951,36.3
"BESSE",1952,50.1
"BESSE",1953,34.7
"BESSE",1954,51.5
"BESSE",1955,76.1
"BESSE",1956,27.5
"BESSE",1957,50.8
"BESSE",1958,60.3
"BESSE",1959,37.1
"BESSE",1960,52.5
"BESSE",1961,55
"BESSE",1962,81.1
"BESSE",1963,41
"BESSE",1964,38.9
"BESSE",1965,47
"BESSE",1966,42.8
"BESSE",1967,39.2
"BESSE",1968,61.2
"BESSE",1969,59.2
"BESSE",1970,48.6
"BESSE",1971,51.3
"BESSE",1972,36.8
"BESSE",1973,64.1
"BESSE",1974,66.1
"BESSE",1975,57.2
"BESSE",1976,43.7
"BESSE",1977,30.6
"BESSE",1978,68
"BESSE",1979,57
"BESSE",1980,46.3
"BESSE",1981,57.7
"BESSE",1982,50.3
"BESSE",1983,101.1
"BESSE",1984,32.8
"BESSE",1985,57.5
"BESSE",1986,69.6
"BESSE",1987,48.5
"BESSE",1988,62
"BESSE",1989,33.4
"BESSE",1990,98.5
"BESSE",1991,64.6
"BESSE",1992,55.3
"BESSE",1993,48.3
"BESSE",1994,53
"BESSE",1995,48.2
"BESSE",1996,49
"BESSE",1997,42
"BESSE",1998,41
"BESSE",1999,42.8
"BESSE",2000,33.5
"BESSE",2001,51.7
"BESSE",2002,45.7
"BESSE",2003,50.2
"BESSE",2004,70.2
"BESSE",2005,38.6
"BESSE",2006,31.5
"BESSE",2007,48
"BESSE",2008,42.7
"BESSE",2009,51
"BESSE",2010,39.2
"BESSE",2011,48.1
"BESSE",2012,74.8
"BESSE",2013,48.8
"BESSE",2014,36.1
"BESSE",2015,96.3
"BESSE",2016,34.5
"BESSE",2017,58.3
"BESSE",2018,50.5
"BESSE",2019,42.4
"BESSE",2020,51
"BESSE",2021,42.8
"BESSE",2022,52.9
"AURIS",1950,NA
"AURIS",1951,NA
"AURIS",1952,47.5
"AURIS",1953,36
"AURIS",1954,83.5
"AURIS",1955,81.2
"AURIS",1956,42.3
"AURIS",1957,58.6
"AURIS",1958,71.8
"AURIS",1959,43.5
"AURIS",1960,59.2
"AURIS",1961,50.5
"AURIS",1962,60.4
"AURIS",1963,41.3
"AURIS",1964,45.4
"AURIS",1965,45
"AURIS",1966,52.4
"AURIS",1967,33.9
"AURIS",1968,70.3
"AURIS",1969,69.5
"AURIS",1970,44.4
"AURIS",1971,60.8
"AURIS",1972,39.8
"AURIS",1973,NA
"AURIS",1974,NA
"AURIS",1975,NA
"AURIS",1976,36.5
"AURIS",1977,42
"AURIS",1978,60
"AURIS",1979,45.6
"AURIS",1980,53
"AURIS",1981,38
"AURIS",1982,36.1
"AURIS",1983,74
"AURIS",1984,37
"AURIS",1985,44
"AURIS",1986,52
"AURIS",1987,51
"AURIS",1988,43
"AURIS",1989,35
"AURIS",1990,82
"AURIS",1991,96.6
"AURIS",1992,51
"AURIS",1993,99
"AURIS",1994,99
"AURIS",1995,52
"AURIS",1996,45.5
"AURIS",1997,99.9
"AURIS",1998,47
"AURIS",1999,49
"AURIS",2000,56
"AURIS",2001,99.2
"AURIS",2002,21
"AURIS",2003,26.5
"AURIS",2004,60.5
"AURIS",2005,30.5
"AURIS",2006,33
"AURIS",2007,40.7
"AURIS",2008,39
"AURIS",2009,43.9
"AURIS",2010,22.8
"AURIS",2011,37
"AURIS",2012,23.5
"AURIS",2013,27
"AURIS",2014,27.2
"AURIS",2015,59.5
"AURIS",2016,32
"AURIS",2017,39.3
"AURIS",2018,64
"AURIS",2019,36.5
"AURIS",2020,35.3
"AURIS",2021,30.7
"AURIS",2022,29
"ORNON",1950,64.5
"ORNON",1951,39.6
"ORNON",1952,55.5
"ORNON",1953,43.7
"ORNON",1954,77.2
"ORNON",1955,65.7
"ORNON",1956,51.4
"ORNON",1957,60
"ORNON",1958,70.9
"ORNON",1959,44.3
"ORNON",1960,64.2
"ORNON",1961,89.3
"ORNON",1962,65.5
"ORNON",1963,49.1
"ORNON",1964,45
"ORNON",1965,47
"ORNON",1966,63
"ORNON",1967,42.6
"ORNON",1968,120.5
"ORNON",1969,66
"ORNON",1970,56.3
"ORNON",1971,47
"ORNON",1972,45.5
"ORNON",1973,71
"ORNON",1974,74.5
"ORNON",1975,105.3
"ORNON",1976,64.3
"ORNON",1977,60.2
"ORNON",1978,62.5
"ORNON",1979,62.2
"ORNON",1980,50.1
"ORNON",1981,56.8
"ORNON",1982,58.2
"ORNON",1983,96.8
"ORNON",1984,42.5
"ORNON",1985,52.2
"ORNON",1986,85.2
"ORNON",1987,65.9
"ORNON",1988,66.7
"ORNON",1989,38.9
"ORNON",1990,137.1
"ORNON",1991,119.5
"ORNON",1992,83.5
"ORNON",1993,54
"ORNON",1994,72.4
"ORNON",1995,57.2
"ORNON",1996,61.9
"ORNON",1997,43.3
"ORNON",1998,49.1
"ORNON",1999,62.7
"ORNON",2000,76.5
"ORNON",2001,73.5
"ORNON",2002,61.7
"ORNON",2003,53.5
"ORNON",2004,60
"ORNON",2005,42.8
"ORNON",2006,40.3
"ORNON",2007,42.2
"ORNON",2008,54
"ORNON",2009,68.8
"ORNON",2010,62
"ORNON",2011,66.6
"ORNON",2012,88
"ORNON",2013,79
"ORNON",2014,46
"ORNON",2015,115
"ORNON",2016,51.2
"ORNON",2017,67
"ORNON",2018,52.4
"ORNON",2019,60
"ORNON",2020,59.5
"ORNON",2021,64
"ORNON",2022,63.5
"L Alpe d Huez SATA 1860",1950,NA
"L Alpe d Huez SATA 1860",1951,NA
"L Alpe d Huez SATA 1860",1952,NA
"L Alpe d Huez SATA 1860",1953,NA
"L Alpe d Huez SATA 1860",1954,NA
"L Alpe d Huez SATA 1860",1955,NA
"L Alpe d Huez SATA 1860",1956,NA
"L Alpe d Huez SATA 1860",1957,NA
"L Alpe d Huez SATA 1860",1958,NA
"L Alpe d Huez SATA 1860",1959,NA
"L Alpe d Huez SATA 1860",1960,NA
"L Alpe d Huez SATA 1860",1961,NA
"L Alpe d Huez SATA 1860",1962,NA
"L Alpe d Huez SATA 1860",1963,NA
"L Alpe d Huez SATA 1860",1964,NA
"L Alpe d Huez SATA 1860",1965,NA
"L Alpe d Huez SATA 1860",1966,NA
"L Alpe d Huez SATA 1860",1967,NA
"L Alpe d Huez SATA 1860",1968,NA
"L Alpe d Huez SATA 1860",1969,NA
"L Alpe d Huez SATA 1860",1970,17
"L Alpe d Huez SATA 1860",1971,76
"L Alpe d Huez SATA 1860",1972,18
"L Alpe d Huez SATA 1860",1973,48
"L Alpe d Huez SATA 1860",1974,66
"L Alpe d Huez SATA 1860",1975,10
"L Alpe d Huez SATA 1860",1976,18
"L Alpe d Huez SATA 1860",1977,NA
"L Alpe d Huez SATA 1860",1978,NA
"L Alpe d Huez SATA 1860",1979,70
"L Alpe d Huez SATA 1860",1980,37
"L Alpe d Huez SATA 1860",1981,26
"L Alpe d Huez SATA 1860",1982,22
"L Alpe d Huez SATA 1860",1983,70
"L Alpe d Huez SATA 1860",1984,5
"L Alpe d Huez SATA 1860",1985,10
"L Alpe d Huez SATA 1860",1986,30
"L Alpe d Huez SATA 1860",1987,32
"L Alpe d Huez SATA 1860",1988,57.4
"L Alpe d Huez SATA 1860",1989,36
"L Alpe d Huez SATA 1860",1990,60
"L Alpe d Huez SATA 1860",1991,43.2
"L Alpe d Huez SATA 1860",1992,43.8
"L Alpe d Huez SATA 1860",1993,57.1
"L Alpe d Huez SATA 1860",1994,70.3
"L Alpe d Huez SATA 1860",1995,57.6
"L Alpe d Huez SATA 1860",1996,57.6
"L Alpe d Huez SATA 1860",1997,42.3
"L Alpe d Huez SATA 1860",1998,43.8
"L Alpe d Huez SATA 1860",1999,48.3
"L Alpe d Huez SATA 1860",2000,50
"L Alpe d Huez SATA 1860",2001,58.7
"L Alpe d Huez SATA 1860",2002,60.5
"L Alpe d Huez SATA 1860",2003,45
"L Alpe d Huez SATA 1860",2004,75
"L Alpe d Huez SATA 1860",2005,38.1
"L Alpe d Huez SATA 1860",2006,44
"L Alpe d Huez SATA 1860",2007,42.5
"L Alpe d Huez SATA 1860",2008,50
"L Alpe d Huez SATA 1860",2009,50
"L Alpe d Huez SATA 1860",2010,44.2
"L Alpe d Huez SATA 1860",2011,67.2
"L Alpe d Huez SATA 1860",2012,71.6
"L Alpe d Huez SATA 1860",2013,64
"L Alpe d Huez SATA 1860",2014,38.4
"L Alpe d Huez SATA 1860",2015,54.2
"L Alpe d Huez SATA 1860",2016,35.3
"L Alpe d Huez SATA 1860",2017,63
"L Alpe d Huez SATA 1860",2018,70.7
"L Alpe d Huez SATA 1860",2019,47
"L Alpe d Huez SATA 1860",2020,50
"L Alpe d Huez SATA 1860",2021,47.8
"L Alpe d Huez SATA 1860",2022,50.9
"ALLEMOND",1950,NA
"ALLEMOND",1951,NA
"ALLEMOND",1952,NA
"ALLEMOND",1953,NA
"ALLEMOND",1954,NA
"ALLEMOND",1955,NA
"ALLEMOND",1956,NA
"ALLEMOND",1957,NA
"ALLEMOND",1958,NA
"ALLEMOND",1959,62.4
"ALLEMOND",1960,68
"ALLEMOND",1961,96
"ALLEMOND",1962,74.7
"ALLEMOND",1963,58
"ALLEMOND",1964,49.5
"ALLEMOND",1965,71.4
"ALLEMOND",1966,72
"ALLEMOND",1967,65
"ALLEMOND",1968,145.2
"ALLEMOND",1969,68.6
"ALLEMOND",1970,59.8
"ALLEMOND",1971,83.5
"ALLEMOND",1972,58.9
"ALLEMOND",1973,95
"ALLEMOND",1974,100.7
"ALLEMOND",1975,76.7
"ALLEMOND",1976,84.6
"ALLEMOND",1977,65
"ALLEMOND",1978,80
"ALLEMOND",1979,96
"ALLEMOND",1980,80
"ALLEMOND",1981,75
"ALLEMOND",1982,73
"ALLEMOND",1983,114
"ALLEMOND",1984,71
"ALLEMOND",1985,58
"ALLEMOND",1986,98
"ALLEMOND",1987,57
"ALLEMOND",1988,80
"ALLEMOND",1989,57
"ALLEMOND",1990,110
"ALLEMOND",1991,65
"ALLEMOND",1992,71
"ALLEMOND",1993,76
"ALLEMOND",1994,82
"ALLEMOND",1995,63
"ALLEMOND",1996,78
"ALLEMOND",1997,80
"ALLEMOND",1998,66.5
"ALLEMOND",1999,60.5
"ALLEMOND",2000,73
"ALLEMOND",2001,98
"ALLEMOND",2002,61
"ALLEMOND",2003,66
"ALLEMOND",2004,83.3
"ALLEMOND",2005,79.3
"ALLEMOND",2006,48
"ALLEMOND",2007,56.7
"ALLEMOND",2008,61.8
"ALLEMOND",2009,67
"ALLEMOND",2010,79.8
"ALLEMOND",2011,73.9
"ALLEMOND",2012,92.7
"ALLEMOND",2013,75.1
"ALLEMOND",2014,71.3
"ALLEMOND",2015,105.1
"ALLEMOND",2016,49.4
"ALLEMOND",2017,119.2
"ALLEMOND",2018,64
"ALLEMOND",2019,67.4
"ALLEMOND",2020,107.2
"ALLEMOND",2021,66.5
"ALLEMOND",2022,66.2
"Prapoutel Pipay",1950,NA
"Prapoutel Pipay",1951,NA
"Prapoutel Pipay",1952,NA
"Prapoutel Pipay",1953,NA
"Prapoutel Pipay",1954,NA
"Prapoutel Pipay",1955,NA
"Prapoutel Pipay",1956,NA
"Prapoutel Pipay",1957,NA
"Prapoutel Pipay",1958,NA
"Prapoutel Pipay",1959,NA
"Prapoutel Pipay",1960,NA
"Prapoutel Pipay",1961,NA
"Prapoutel Pipay",1962,NA
"Prapoutel Pipay",1963,NA
"Prapoutel Pipay",1964,NA
"Prapoutel Pipay",1965,NA
"Prapoutel Pipay",1966,NA
"Prapoutel Pipay",1967,NA
"Prapoutel Pipay",1968,NA
"Prapoutel Pipay",1969,NA
"Prapoutel Pipay",1970,NA
"Prapoutel Pipay",1971,NA
"Prapoutel Pipay",1972,55
"Prapoutel Pipay",1973,25
"Prapoutel Pipay",1974,30
"Prapoutel Pipay",1975,37
"Prapoutel Pipay",1976,24
"Prapoutel Pipay",1977,9
"Prapoutel Pipay",1978,62
"Prapoutel Pipay",1979,24
"Prapoutel Pipay",1980,26
"Prapoutel Pipay",1981,32
"Prapoutel Pipay",1982,33
"Prapoutel Pipay",1983,38
"Prapoutel Pipay",1984,0
"Prapoutel Pipay",1985,40
"Prapoutel Pipay",1986,33
"Prapoutel Pipay",1987,39
"Prapoutel Pipay",1988,39
"Prapoutel Pipay",1989,25
"Prapoutel Pipay",1990,NA
"Prapoutel Pipay",1991,6
"Prapoutel Pipay",1992,NA
"Prapoutel Pipay",1993,44
"Prapoutel Pipay",1994,32
"Prapoutel Pipay",1995,29.7
"Prapoutel Pipay",1996,34.2
"Prapoutel Pipay",1997,19.7
"Prapoutel Pipay",1998,40
"Prapoutel Pipay",1999,40.6
"Prapoutel Pipay",2000,44
"Prapoutel Pipay",2001,36.8
"Prapoutel Pipay",2002,30
"Prapoutel Pipay",2003,5
"Prapoutel Pipay",2004,26.5
"Prapoutel Pipay",2005,24.9
"Prapoutel Pipay",2006,34
"Prapoutel Pipay",2007,21.2
"Prapoutel Pipay",2008,30.5
"Prapoutel Pipay",2009,34.9
"Prapoutel Pipay",2010,43.4
"Prapoutel Pipay",2011,94
"Prapoutel Pipay",2012,52.8
"Prapoutel Pipay",2013,69.5
"Prapoutel Pipay",2014,62.1
"Prapoutel Pipay",2015,59.5
"Prapoutel Pipay",2016,46.1
"Prapoutel Pipay",2017,80
"Prapoutel Pipay",2018,52.5
"Prapoutel Pipay",2019,67.2
"Prapoutel Pipay",2020,63.9
"Prapoutel Pipay",2021,56.5
"Prapoutel Pipay",2022,43.4
"SABLONS",1950,NA
"SABLONS",1951,NA
"SABLONS",1952,NA
"SABLONS",1953,NA
"SABLONS",1954,NA
"SABLONS",1955,NA
"SABLONS",1956,NA
"SABLONS",1957,NA
"SABLONS",1958,NA
"SABLONS",1959,53
"SABLONS",1960,80.5
"SABLONS",1961,64
"SABLONS",1962,26.2
"SABLONS",1963,105.1
"SABLONS",1964,31.6
"SABLONS",1965,42.8
"SABLONS",1966,44.4
"SABLONS",1967,48.6
"SABLONS",1968,56.7
"SABLONS",1969,31.5
"SABLONS",1970,110
"SABLONS",1971,42.9
"SABLONS",1972,59.7
"SABLONS",1973,89.5
"SABLONS",1974,46.5
"SABLONS",1975,39
"SABLONS",1976,64.1
"SABLONS",1977,62.3
"SABLONS",1978,63.2
"SABLONS",1979,70
"SABLONS",1980,76
"SABLONS",1981,100
"SABLONS",1982,80
"SABLONS",1983,55.5
"SABLONS",1984,54
"SABLONS",1985,50
"SABLONS",1986,53
"SABLONS",1987,75
"SABLONS",1988,78
"SABLONS",1989,65
"SABLONS",1990,40
"SABLONS",1991,86
"SABLONS",1992,60
"SABLONS",1993,76
"SABLONS",1994,65
"SABLONS",1995,68.5
"SABLONS",1996,87
"SABLONS",1997,43.7
"SABLONS",1998,53.5
"SABLONS",1999,108
"SABLONS",2000,87.8
"SABLONS",2001,43.5
"SABLONS",2002,67
"SABLONS",2003,88
"SABLONS",2004,60
"SABLONS",2005,60.3
"SABLONS",2006,96
"SABLONS",2007,56
"SABLONS",2008,45.6
"SABLONS",2009,58.2
"SABLONS",2010,48
"SABLONS",2011,50
"SABLONS",2012,62.6
"SABLONS",2013,66.8
"SABLONS",2014,76.1
"SABLONS",2015,69.3
"SABLONS",2016,34
"SABLONS",2017,61.4
"SABLONS",2018,48.7
"SABLONS",2019,53.8
"SABLONS",2020,70.4
"SABLONS",2021,146.4
"SABLONS",2022,39.5
"BEAUREPAIRE",1950,120
"BEAUREPAIRE",1951,51.5
"BEAUREPAIRE",1952,44
"BEAUREPAIRE",1953,50
"BEAUREPAIRE",1954,91
"BEAUREPAIRE",1955,65
"BEAUREPAIRE",1956,62.6
"BEAUREPAIRE",1957,51.8
"BEAUREPAIRE",1958,75
"BEAUREPAIRE",1959,51.3
"BEAUREPAIRE",1960,111
"BEAUREPAIRE",1961,39.2
"BEAUREPAIRE",1962,34.2
"BEAUREPAIRE",1963,84
"BEAUREPAIRE",1964,41.1
"BEAUREPAIRE",1965,59.3
"BEAUREPAIRE",1966,40.4
"BEAUREPAIRE",1967,48
"BEAUREPAIRE",1968,62
"BEAUREPAIRE",1969,36
"BEAUREPAIRE",1970,113
"BEAUREPAIRE",1971,44
"BEAUREPAIRE",1972,50.3
"BEAUREPAIRE",1973,35
"BEAUREPAIRE",1974,40.5
"BEAUREPAIRE",1975,20.4
"BEAUREPAIRE",1976,10
"BEAUREPAIRE",1977,53
"BEAUREPAIRE",1978,62.8
"BEAUREPAIRE",1979,67
"BEAUREPAIRE",1980,53
"BEAUREPAIRE",1981,52
"BEAUREPAIRE",1982,76.6
"BEAUREPAIRE",1983,64
"BEAUREPAIRE",1984,64
"BEAUREPAIRE",1985,54.3
"BEAUREPAIRE",1986,71.2
"BEAUREPAIRE",1987,63
"BEAUREPAIRE",1988,108
"BEAUREPAIRE",1989,75.5
"BEAUREPAIRE",1990,35.9
"BEAUREPAIRE",1991,52
"BEAUREPAIRE",1992,48.5
"BEAUREPAIRE",1993,75
"BEAUREPAIRE",1994,58
"BEAUREPAIRE",1995,80
"BEAUREPAIRE",1996,65
"BEAUREPAIRE",1997,52.5
"BEAUREPAIRE",1998,81.5
"BEAUREPAIRE",1999,105
"BEAUREPAIRE",2000,64
"BEAUREPAIRE",2001,36
"BEAUREPAIRE",2002,55.6
"BEAUREPAIRE",2003,78
"BEAUREPAIRE",2004,66.6
"BEAUREPAIRE",2005,65
"BEAUREPAIRE",2006,67.4
"BEAUREPAIRE",2007,59
"BEAUREPAIRE",2008,89.4
"BEAUREPAIRE",2009,50
"BEAUREPAIRE",2010,50
"BEAUREPAIRE",2011,56.7
"BEAUREPAIRE",2012,78.6
"BEAUREPAIRE",2013,50.3
"BEAUREPAIRE",2014,95.2
"BEAUREPAIRE",2015,65.3
"BEAUREPAIRE",2016,52.2
"BEAUREPAIRE",2017,55.7
"BEAUREPAIRE",2018,44.5
"BEAUREPAIRE",2019,50.1
